date,person_id,person_name,prod_id,prod_name,amount,prod_price,prod_cost,location
02/13/13,19,Mark Hesley,27,Product 27,4,328,210,Location 13
04/22/13,21,Sally Thompson,40,Product 40,18,270,235,Location 49
10/28/13,21,Sally Thompson,42,Product 42,18,299,161,Location 30
04/14/13,21,Sally Thompson,16,Product 16,18,274,204,Location 97
01/08/13,21,Sally Thompson,41,Product 41,18,297,200,Location 36
01/02/13,21,Sally Thompson,39,Product 39,18,231,212,Location 65
01/07/13,21,Sally Thompson,44,Product 44,18,254,150,Location 68
10/22/13,21,Sally Thompson,49,Product 49,18,179,172,Location 23
03/21/13,21,Sally Thompson,50,Product 50,18,335,217,Location 13
08/03/13,21,Sally Thompson,26,Product 26,18,418,251,Location 64
11/08/13,21,Sally Thompson,11,Product 11,18,326,173,Location 46
04/16/13,21,Sally Thompson,12,Product 12,18,256,149,Location 35
06/18/13,21,Sally Thompson,27,Product 27,18,328,210,Other
07/04/13,21,Sally Thompson,38,Product 38,18,295,290,Location 10
02/02/13,21,Sally Thompson,50,Product 50,18,335,217,Location 20
12/20/13,21,Sally Thompson,7,Product 7,18,328,219,Location 64
06/07/13,21,Sally Thompson,49,Product 49,18,179,172,Location 38
03/08/13,21,Sally Thompson,39,Product 39,18,231,212,Location 11
01/01/13,21,Sally Thompson,9,Product 9,18,365,220,Location 77
12/05/13,21,Sally Thompson,7,Product 7,18,328,219,Location 16
10/17/13,21,Sally Thompson,30,Product 30,18,389,164,Location 3
08/02/13,21,Sally Thompson,24,Product 24,18,278,163,Location 23
08/09/13,21,Sally Thompson,10,Product 10,7,359,162,Location 27
05/20/13,22,Clarence Rickenbacker,23,Product 23,27,234,136,Location 32
06/11/13,22,Clarence Rickenbacker,23,Product 23,27,234,136,Other
11/13/13,22,Clarence Rickenbacker,38,Product 38,27,295,290,Location 50
12/12/13,22,Clarence Rickenbacker,28,Product 28,27,260,167,Location 25
08/24/13,22,Clarence Rickenbacker,36,Product 36,27,313,189,Location 21
11/20/13,22,Clarence Rickenbacker,8,Product 8,27,356,212,Location 44
03/04/13,22,Clarence Rickenbacker,27,Product 27,27,328,210,Location 92
12/03/13,22,Clarence Rickenbacker,19,Product 19,27,329,160,Location 6
11/23/13,22,Clarence Rickenbacker,19,Product 19,27,329,160,Location 46
10/14/13,22,Clarence Rickenbacker,13,Product 13,27,356,145,Location 94
10/28/13,22,Clarence Rickenbacker,43,Product 43,27,198,185,Location 57
07/10/13,22,Clarence Rickenbacker,35,Product 35,27,247,245,Location 1
06/23/13,22,Clarence Rickenbacker,4,Product 4,27,305,197,Location 46
06/24/13,22,Clarence Rickenbacker,28,Product 28,27,260,167,Location 46
09/02/13,22,Clarence Rickenbacker,50,Product 50,27,335,217,Location 84
07/07/13,22,Clarence Rickenbacker,36,Product 36,27,313,189,Location 91
05/01/13,22,Clarence Rickenbacker,30,Product 30,27,389,164,Location 44
03/13/13,22,Clarence Rickenbacker,14,Product 14,27,251,195,Location 13
11/18/13,22,Clarence Rickenbacker,34,Product 34,27,345,196,Location 7
07/12/13,22,Clarence Rickenbacker,2,Product 2,27,306,256,Location 70
06/27/13,22,Clarence Rickenbacker,1,Product 1,26,337,241,Location 55
01/26/13,27,Dorothy Lin,13,Product 13,14,356,145,Location 55
06/22/13,27,Dorothy Lin,27,Product 27,14,328,210,Location 26
07/22/13,27,Dorothy Lin,3,Product 3,14,344,178,Location 56
06/14/13,27,Dorothy Lin,10,Product 10,14,359,162,Location 31
06/12/13,27,Dorothy Lin,22,Product 22,14,265,167,Location 94
04/14/13,27,Dorothy Lin,9,Product 9,14,365,220,Location 34
11/03/13,27,Dorothy Lin,17,Product 17,14,274,265,Location 93
03/14/13,27,Dorothy Lin,26,Product 26,14,418,251,Location 38
09/14/13,27,Dorothy Lin,38,Product 38,14,295,290,Location 86
02/10/13,27,Dorothy Lin,7,Product 7,14,328,219,Location 54
02/09/13,27,Dorothy Lin,11,Product 11,14,326,173,Location 66
02/21/13,27,Dorothy Lin,15,Product 15,14,234,219,Location 41
03/08/13,27,Dorothy Lin,14,Product 14,14,251,195,Location 17
01/10/13,27,Dorothy Lin,27,Product 27,14,328,210,Location 96
06/17/13,27,Dorothy Lin,28,Product 28,14,260,167,Location 28
08/23/13,27,Dorothy Lin,22,Product 22,14,265,167,Location 95
01/28/13,27,Dorothy Lin,7,Product 7,14,328,219,Location 70
12/13/13,27,Dorothy Lin,22,Product 22,14,265,167,Location 57
08/03/13,27,Dorothy Lin,18,Product 18,14,309,265,Location 1
05/07/13,27,Dorothy Lin,31,Product 31,14,344,258,Location 42
04/15/13,27,Dorothy Lin,14,Product 14,14,251,195,Location 55
04/27/13,27,Dorothy Lin,39,Product 39,14,231,212,Location 35
08/01/13,27,Dorothy Lin,17,Product 17,5,274,265,Location 60
05/28/13,29,Petra Boone,17,Product 17,28,274,265,Location 82
05/24/13,29,Petra Boone,41,Product 41,28,297,200,Location 3
02/20/13,29,Petra Boone,16,Product 16,28,274,204,Location 91
07/28/13,29,Petra Boone,17,Product 17,28,274,265,Other
09/07/13,29,Petra Boone,11,Product 11,28,326,173,Location 78
02/23/13,29,Petra Boone,31,Product 31,28,344,258,Location 44
03/10/13,29,Petra Boone,7,Product 7,28,328,219,Location 93
06/10/13,29,Petra Boone,12,Product 12,28,256,149,Location 92
06/24/13,29,Petra Boone,4,Product 4,28,305,197,Location 25
03/19/13,29,Petra Boone,47,Product 47,28,275,225,Location 64
11/13/13,29,Petra Boone,32,Product 32,28,283,232,Location 43
11/14/13,29,Petra Boone,32,Product 32,28,283,232,Location 56
12/25/13,29,Petra Boone,22,Product 22,28,265,167,Location 20
02/04/13,29,Petra Boone,18,Product 18,28,309,265,Location 76
02/24/13,29,Petra Boone,39,Product 39,28,231,212,Location 99
12/16/13,29,Petra Boone,42,Product 42,28,299,161,Location 80
11/13/13,29,Petra Boone,9,Product 9,28,365,220,Location 85
07/23/13,29,Petra Boone,22,Product 22,28,265,167,Location 78
11/04/13,29,Petra Boone,13,Product 13,28,356,145,Location 24
11/22/13,29,Petra Boone,12,Product 12,7,256,149,Location 40
01/19/13,30,Robert Russell,44,Product 44,42,254,150,Location 57
07/14/13,30,Robert Russell,19,Product 19,42,329,160,Location 11
08/17/13,30,Robert Russell,29,Product 29,42,245,220,Location 91
08/16/13,30,Robert Russell,26,Product 26,42,418,251,Location 75
11/22/13,30,Robert Russell,23,Product 23,42,234,136,Location 89
11/16/13,30,Robert Russell,35,Product 35,42,247,245,Location 62
07/03/13,30,Robert Russell,41,Product 41,42,297,200,Location 29
10/24/13,30,Robert Russell,27,Product 27,42,328,210,Location 38
12/08/13,30,Robert Russell,50,Product 50,42,335,217,Location 15
07/11/13,30,Robert Russell,48,Product 48,42,324,186,Location 56
02/19/13,30,Robert Russell,11,Product 11,42,326,173,Location 25
07/13/13,30,Robert Russell,27,Product 27,42,328,210,Location 45
09/18/13,30,Robert Russell,34,Product 34,42,345,196,Location 83
03/16/13,30,Robert Russell,4,Product 4,42,305,197,Location 39
05/05/13,30,Robert Russell,38,Product 38,42,295,290,Location 64
11/11/13,30,Robert Russell,33,Product 33,42,342,194,Location 19
12/24/13,30,Robert Russell,32,Product 32,42,283,232,Location 78
05/23/13,30,Robert Russell,50,Product 50,42,335,217,Location 66
06/01/13,30,Robert Russell,12,Product 12,42,256,149,Location 69
01/12/13,30,Robert Russell,34,Product 34,42,345,196,Location 13
03/27/13,30,Robert Russell,47,Product 47,7,275,225,Location 77
01/24/13,31,Laura Kaszynski,31,Product 31,19,344,258,Location 35
08/19/13,31,Laura Kaszynski,41,Product 41,19,297,200,Location 10
12/09/13,31,Laura Kaszynski,3,Product 3,19,344,178,Location 22
03/19/13,31,Laura Kaszynski,15,Product 15,19,234,219,Location 70
08/23/13,31,Laura Kaszynski,46,Product 46,19,245,198,Location 79
08/16/13,31,Laura Kaszynski,42,Product 42,19,299,161,Location 6
03/08/13,31,Laura Kaszynski,5,Product 5,19,274,202,Location 85
12/11/13,31,Laura Kaszynski,21,Product 21,19,334,187,Location 80
11/22/13,31,Laura Kaszynski,38,Product 38,19,295,290,Location 25
08/26/13,31,Laura Kaszynski,19,Product 19,19,329,160,Location 96
06/28/13,31,Laura Kaszynski,43,Product 43,19,198,185,Location 81
09/27/13,31,Laura Kaszynski,35,Product 35,19,247,245,Location 25
12/26/13,31,Laura Kaszynski,24,Product 24,19,278,163,Location 83
04/18/13,31,Laura Kaszynski,1,Product 1,19,337,241,Location 9
01/06/13,31,Laura Kaszynski,36,Product 36,19,313,189,Location 63
05/18/13,31,Laura Kaszynski,4,Product 4,19,305,197,Location 97
02/26/13,31,Laura Kaszynski,33,Product 33,19,342,194,Location 80
10/14/13,31,Laura Kaszynski,28,Product 28,19,260,167,Location 62
08/22/13,31,Laura Kaszynski,43,Product 43,19,198,185,Location 94
05/17/13,31,Laura Kaszynski,11,Product 11,19,326,173,Location 77
05/06/13,31,Laura Kaszynski,49,Product 49,14,179,172,Location 52
04/12/13,32,Rebecca Weller,49,Product 49,30,179,172,Location 78
07/21/13,32,Rebecca Weller,48,Product 48,30,324,186,Location 41
11/20/13,32,Rebecca Weller,6,Product 6,30,351,239,Location 48
05/08/13,32,Rebecca Weller,21,Product 21,30,334,187,Location 20
08/05/13,32,Rebecca Weller,43,Product 43,30,198,185,Location 39
09/10/13,32,Rebecca Weller,9,Product 9,30,365,220,Location 24
01/09/13,32,Rebecca Weller,50,Product 50,30,335,217,Location 84
04/12/13,32,Rebecca Weller,47,Product 47,30,275,225,Location 99
08/23/13,32,Rebecca Weller,32,Product 32,30,283,232,Other
10/01/13,32,Rebecca Weller,8,Product 8,30,356,212,Location 86
05/17/13,32,Rebecca Weller,26,Product 26,30,418,251,Location 31
08/20/13,32,Rebecca Weller,32,Product 32,30,283,232,Location 51
02/25/13,32,Rebecca Weller,11,Product 11,30,326,173,Location 80
04/17/13,32,Rebecca Weller,21,Product 21,30,334,187,Location 70
04/05/13,32,Rebecca Weller,3,Product 3,30,344,178,Location 76
04/20/13,32,Rebecca Weller,44,Product 44,30,254,150,Location 91
02/28/13,32,Rebecca Weller,2,Product 2,30,306,256,Location 49
09/08/13,32,Rebecca Weller,6,Product 6,29,351,239,Location 91
02/23/13,33,Judy Wilson,11,Product 11,2,326,173,Location 10
08/05/13,33,Judy Wilson,18,Product 18,2,309,265,Location 50
09/18/13,33,Judy Wilson,12,Product 12,2,256,149,Location 55
05/07/13,33,Judy Wilson,42,Product 42,2,299,161,Location 92
12/01/13,33,Judy Wilson,44,Product 44,2,254,150,Location 32
04/11/13,33,Judy Wilson,41,Product 41,2,297,200,Location 33
12/24/13,33,Judy Wilson,26,Product 26,2,418,251,Location 67
11/22/13,33,Judy Wilson,11,Product 11,2,326,173,Location 44
12/14/13,33,Judy Wilson,25,Product 25,2,201,191,Location 15
12/25/13,33,Judy Wilson,22,Product 22,2,265,167,Location 76
04/28/13,33,Judy Wilson,26,Product 26,2,418,251,Location 60
02/09/13,33,Judy Wilson,10,Product 10,2,359,162,Location 31
12/09/13,33,Judy Wilson,34,Product 34,2,345,196,Location 62
05/11/13,33,Judy Wilson,12,Product 12,2,256,149,Location 77
08/15/13,33,Judy Wilson,14,Product 14,2,251,195,Location 41
11/24/13,33,Judy Wilson,1,Product 1,2,337,241,Location 31
09/12/13,33,Judy Wilson,14,Product 14,2,251,195,Location 43
10/17/13,34,Dan Barnes,48,Product 48,20,324,186,Location 83
04/12/13,34,Dan Barnes,35,Product 35,20,247,245,Location 31
11/19/13,34,Dan Barnes,35,Product 35,20,247,245,Location 86
02/22/13,34,Dan Barnes,37,Product 37,20,293,258,Location 55
05/09/13,34,Dan Barnes,11,Product 11,20,326,173,Location 75
04/16/13,34,Dan Barnes,17,Product 17,20,274,265,Location 99
01/20/13,34,Dan Barnes,8,Product 8,20,356,212,Location 30
04/21/13,34,Dan Barnes,44,Product 44,20,254,150,Location 9
09/28/13,34,Dan Barnes,11,Product 11,20,326,173,Location 76
05/03/13,34,Dan Barnes,39,Product 39,20,231,212,Location 74
08/22/13,34,Dan Barnes,24,Product 24,20,278,163,Location 19
12/02/13,34,Dan Barnes,6,Product 6,20,351,239,Location 36
01/26/13,34,Dan Barnes,43,Product 43,20,198,185,Location 66
02/21/13,34,Dan Barnes,31,Product 31,20,344,258,Location 81
05/11/13,34,Dan Barnes,10,Product 10,20,359,162,Location 72
09/07/13,34,Dan Barnes,9,Product 9,20,365,220,Location 84
11/11/13,34,Dan Barnes,46,Product 46,20,245,198,Location 27
07/16/13,34,Dan Barnes,23,Product 23,20,234,136,Location 22
03/11/13,34,Dan Barnes,46,Product 46,20,245,198,Location 17
03/04/13,34,Dan Barnes,4,Product 4,20,305,197,Location 82
11/12/13,34,Dan Barnes,39,Product 39,10,231,212,Location 25
08/26/13,35,Luis Crosten,44,Product 44,5,254,150,Location 7
04/22/13,35,Luis Crosten,1,Product 1,5,337,241,Location 38
11/11/13,35,Luis Crosten,36,Product 36,5,313,189,Location 45
04/06/13,35,Luis Crosten,28,Product 28,5,260,167,Location 95
04/18/13,35,Luis Crosten,26,Product 26,5,418,251,Location 24
04/13/13,35,Luis Crosten,4,Product 4,5,305,197,Location 34
01/28/13,35,Luis Crosten,11,Product 11,5,326,173,Location 19
11/27/13,35,Luis Crosten,22,Product 22,5,265,167,Location 34
03/15/13,35,Luis Crosten,35,Product 35,5,247,245,Location 51
03/24/13,35,Luis Crosten,37,Product 37,5,293,258,Location 13
12/15/13,35,Luis Crosten,8,Product 8,5,356,212,Location 21
12/12/13,35,Luis Crosten,35,Product 35,5,247,245,Location 25
09/13/13,35,Luis Crosten,5,Product 5,5,274,202,Location 74
03/16/13,35,Luis Crosten,25,Product 25,4,201,191,Location 66
09/14/13,36,Edward Egger,10,Product 10,28,359,162,Location 93
09/11/13,36,Edward Egger,42,Product 42,28,299,161,Location 71
04/15/13,36,Edward Egger,24,Product 24,28,278,163,Location 82
02/13/13,36,Edward Egger,37,Product 37,28,293,258,Location 24
09/20/13,36,Edward Egger,32,Product 32,28,283,232,Location 25
05/22/13,36,Edward Egger,45,Product 45,28,276,107,Location 48
09/12/13,36,Edward Egger,7,Product 7,28,328,219,Location 29
01/21/13,36,Edward Egger,20,Product 20,28,279,79,Location 26
07/26/13,36,Edward Egger,31,Product 31,28,344,258,Location 70
01/27/13,36,Edward Egger,7,Product 7,28,328,219,Location 8
04/16/13,36,Edward Egger,14,Product 14,28,251,195,Location 85
06/17/13,36,Edward Egger,21,Product 21,28,334,187,Location 37
03/18/13,36,Edward Egger,31,Product 31,28,344,258,Location 58
02/06/13,36,Edward Egger,1,Product 1,28,337,241,Location 39
11/09/13,36,Edward Egger,9,Product 9,28,365,220,Location 37
08/26/13,36,Edward Egger,29,Product 29,25,245,220,Location 41
05/21/13,40,Bruce Ray,14,Product 14,33,251,195,Location 96
08/19/13,40,Bruce Ray,19,Product 19,33,329,160,Location 67
02/01/13,40,Bruce Ray,10,Product 10,33,359,162,Location 11
12/04/13,40,Bruce Ray,4,Product 4,33,305,197,Location 55
07/04/13,40,Bruce Ray,33,Product 33,33,342,194,Location 96
09/07/13,40,Bruce Ray,25,Product 25,33,201,191,Location 75
03/23/13,40,Bruce Ray,30,Product 30,33,389,164,Location 9
02/24/13,40,Bruce Ray,33,Product 33,33,342,194,Location 72
11/23/13,40,Bruce Ray,27,Product 27,33,328,210,Location 34
09/09/13,40,Bruce Ray,50,Product 50,33,335,217,Location 98
09/11/13,40,Bruce Ray,3,Product 3,33,344,178,Location 75
03/19/13,40,Bruce Ray,37,Product 37,33,293,258,Location 93
11/17/13,40,Bruce Ray,49,Product 49,33,179,172,Location 41
09/05/13,40,Bruce Ray,7,Product 7,33,328,219,Location 91
04/28/13,40,Bruce Ray,16,Product 16,28,274,204,Location 69
05/06/13,41,Stephen Pitts,45,Product 45,14,276,107,Location 31
06/10/13,41,Stephen Pitts,46,Product 46,14,245,198,Location 18
09/14/13,41,Stephen Pitts,44,Product 44,14,254,150,Location 56
06/09/13,41,Stephen Pitts,1,Product 1,14,337,241,Location 78
10/19/13,41,Stephen Pitts,28,Product 28,14,260,167,Location 51
05/19/13,41,Stephen Pitts,44,Product 44,14,254,150,Location 7
12/01/13,41,Stephen Pitts,3,Product 3,14,344,178,Location 52
07/22/13,41,Stephen Pitts,9,Product 9,14,365,220,Location 40
06/19/13,41,Stephen Pitts,23,Product 23,14,234,136,Location 45
01/17/13,41,Stephen Pitts,40,Product 40,14,270,235,Location 74
01/05/13,41,Stephen Pitts,39,Product 39,14,231,212,Location 36
04/27/13,41,Stephen Pitts,40,Product 40,14,270,235,Location 62
05/19/13,41,Stephen Pitts,18,Product 18,14,309,265,Location 17
03/08/13,41,Stephen Pitts,50,Product 50,14,335,217,Location 79
01/20/13,41,Stephen Pitts,8,Product 8,14,356,212,Location 87
05/08/13,41,Stephen Pitts,10,Product 10,14,359,162,Location 23
09/03/13,41,Stephen Pitts,40,Product 40,14,270,235,Location 79
07/09/13,41,Stephen Pitts,38,Product 38,14,295,290,Location 70
10/16/13,41,Stephen Pitts,46,Product 46,14,245,198,Location 70
03/08/13,41,Stephen Pitts,10,Product 10,14,359,162,Location 58
05/16/13,41,Stephen Pitts,24,Product 24,14,278,163,Location 60
07/14/13,41,Stephen Pitts,21,Product 21,14,334,187,Location 35
04/28/13,41,Stephen Pitts,47,Product 47,14,275,225,Location 75
06/22/13,41,Stephen Pitts,17,Product 17,14,274,265,Location 28
12/12/13,41,Stephen Pitts,41,Product 41,14,297,200,Other
11/21/13,41,Stephen Pitts,8,Product 8,5,356,212,Location 17
12/05/13,42,James Fulkerson,22,Product 22,21,265,167,Location 38
01/20/13,42,James Fulkerson,42,Product 42,21,299,161,Location 52
03/03/13,42,James Fulkerson,32,Product 32,21,283,232,Location 12
01/10/13,42,James Fulkerson,26,Product 26,21,418,251,Location 18
01/05/13,42,James Fulkerson,12,Product 12,21,256,149,Location 21
06/18/13,42,James Fulkerson,13,Product 13,21,356,145,Location 71
12/13/13,42,James Fulkerson,24,Product 24,21,278,163,Location 67
05/03/13,42,James Fulkerson,28,Product 28,21,260,167,Location 55
02/16/13,42,James Fulkerson,7,Product 7,21,328,219,Location 44
11/23/13,42,James Fulkerson,47,Product 47,21,275,225,Location 44
03/28/13,42,James Fulkerson,14,Product 14,21,251,195,Location 25
12/17/13,42,James Fulkerson,10,Product 10,21,359,162,Location 62
10/15/13,42,James Fulkerson,19,Product 19,21,329,160,Location 43
09/06/13,42,James Fulkerson,49,Product 49,21,179,172,Location 65
09/18/13,42,James Fulkerson,47,Product 47,21,275,225,Location 97
05/01/13,42,James Fulkerson,40,Product 40,21,270,235,Location 85
10/23/13,42,James Fulkerson,20,Product 20,21,279,79,Location 72
02/15/13,42,James Fulkerson,29,Product 29,21,245,220,Location 34
09/20/13,42,James Fulkerson,24,Product 24,15,278,163,Location 14
06/07/13,43,Lawrence Bullock,29,Product 29,19,245,220,Location 53
06/28/13,43,Lawrence Bullock,29,Product 29,19,245,220,Location 65
12/21/13,43,Lawrence Bullock,23,Product 23,19,234,136,Location 69
10/22/13,43,Lawrence Bullock,36,Product 36,19,313,189,Location 82
10/16/13,43,Lawrence Bullock,26,Product 26,19,418,251,Location 52
09/05/13,43,Lawrence Bullock,45,Product 45,19,276,107,Location 69
08/26/13,43,Lawrence Bullock,12,Product 12,19,256,149,Location 18
03/19/13,43,Lawrence Bullock,20,Product 20,19,279,79,Location 90
12/07/13,43,Lawrence Bullock,35,Product 35,19,247,245,Location 96
12/28/13,43,Lawrence Bullock,31,Product 31,19,344,258,Location 87
10/25/13,43,Lawrence Bullock,8,Product 8,19,356,212,Location 61
04/06/13,43,Lawrence Bullock,14,Product 14,19,251,195,Location 14
12/21/13,43,Lawrence Bullock,50,Product 50,19,335,217,Location 45
04/12/13,43,Lawrence Bullock,30,Product 30,19,389,164,Location 1
10/28/13,43,Lawrence Bullock,40,Product 40,19,270,235,Location 33
11/20/13,43,Lawrence Bullock,50,Product 50,19,335,217,Location 44
04/28/13,43,Lawrence Bullock,30,Product 30,2,389,164,Location 50
03/19/13,44,Rachel Johnson,16,Product 16,8,274,204,Location 40
07/09/13,44,Rachel Johnson,10,Product 10,8,359,162,Location 99
04/06/13,44,Rachel Johnson,50,Product 50,8,335,217,Location 95
12/17/13,44,Rachel Johnson,28,Product 28,8,260,167,Location 58
05/28/13,44,Rachel Johnson,37,Product 37,8,293,258,Location 87
05/14/13,44,Rachel Johnson,38,Product 38,8,295,290,Location 27
06/14/13,44,Rachel Johnson,23,Product 23,8,234,136,Location 90
12/08/13,44,Rachel Johnson,15,Product 15,8,234,219,Location 9
02/23/13,44,Rachel Johnson,26,Product 26,8,418,251,Location 26
11/15/13,44,Rachel Johnson,42,Product 42,8,299,161,Location 9
04/08/13,44,Rachel Johnson,28,Product 28,8,260,167,Location 8
07/27/13,44,Rachel Johnson,34,Product 34,8,345,196,Location 4
06/28/13,44,Rachel Johnson,46,Product 46,8,245,198,Location 66
06/18/13,44,Rachel Johnson,42,Product 42,8,299,161,Location 89
10/01/13,44,Rachel Johnson,50,Product 50,8,335,217,Location 72
10/07/13,44,Rachel Johnson,35,Product 35,8,247,245,Location 54
06/15/13,44,Rachel Johnson,49,Product 49,8,179,172,Location 80
11/21/13,44,Rachel Johnson,49,Product 49,8,179,172,Location 93
10/23/13,44,Rachel Johnson,49,Product 49,8,179,172,Location 78
01/06/13,44,Rachel Johnson,14,Product 14,8,251,195,Location 15
06/04/13,44,Rachel Johnson,36,Product 36,8,313,189,Location 64
10/16/13,44,Rachel Johnson,38,Product 38,8,295,290,Location 29
03/08/13,44,Rachel Johnson,13,Product 13,3,356,145,Location 58
07/01/13,47,Richard Davis,38,Product 38,24,295,290,Location 97
01/20/13,47,Richard Davis,28,Product 28,24,260,167,Location 89
03/17/13,47,Richard Davis,29,Product 29,24,245,220,Location 17
11/25/13,47,Richard Davis,30,Product 30,24,389,164,Location 86
09/21/13,47,Richard Davis,29,Product 29,24,245,220,Location 67
09/12/13,47,Richard Davis,20,Product 20,24,279,79,Other
02/19/13,47,Richard Davis,1,Product 1,24,337,241,Location 74
01/06/13,47,Richard Davis,46,Product 46,24,245,198,Location 10
07/05/13,47,Richard Davis,28,Product 28,24,260,167,Location 1
01/17/13,47,Richard Davis,13,Product 13,24,356,145,Location 85
10/17/13,47,Richard Davis,36,Product 36,24,313,189,Location 27
05/19/13,47,Richard Davis,41,Product 41,24,297,200,Location 74
07/20/13,47,Richard Davis,34,Product 34,24,345,196,Location 18
03/27/13,47,Richard Davis,11,Product 11,24,326,173,Location 13
02/09/13,47,Richard Davis,10,Product 10,24,359,162,Location 87
05/24/13,47,Richard Davis,1,Product 1,24,337,241,Location 32
01/13/13,47,Richard Davis,37,Product 37,24,293,258,Location 85
06/06/13,47,Richard Davis,7,Product 7,21,328,219,Location 72
04/15/13,48,Peggy Gegenheimer,28,Product 28,4,260,167,Location 15
07/26/13,48,Peggy Gegenheimer,49,Product 49,4,179,172,Location 15
11/28/13,48,Peggy Gegenheimer,39,Product 39,4,231,212,Location 72
03/11/13,48,Peggy Gegenheimer,18,Product 18,4,309,265,Location 46
02/27/13,48,Peggy Gegenheimer,4,Product 4,4,305,197,Location 69
03/17/13,48,Peggy Gegenheimer,27,Product 27,4,328,210,Location 5
01/27/13,48,Peggy Gegenheimer,8,Product 8,4,356,212,Location 78
08/12/13,48,Peggy Gegenheimer,46,Product 46,4,245,198,Location 58
10/05/13,48,Peggy Gegenheimer,50,Product 50,4,335,217,Other
11/24/13,48,Peggy Gegenheimer,13,Product 13,4,356,145,Location 75
12/14/13,48,Peggy Gegenheimer,34,Product 34,4,345,196,Location 21
11/20/13,48,Peggy Gegenheimer,43,Product 43,4,198,185,Location 9
01/28/13,48,Peggy Gegenheimer,8,Product 8,4,356,212,Location 17
05/23/13,48,Peggy Gegenheimer,20,Product 20,4,279,79,Location 18
10/25/13,49,Dennis Sharp,7,Product 7,21,328,219,Location 95
12/09/13,49,Dennis Sharp,33,Product 33,21,342,194,Location 66
08/01/13,49,Dennis Sharp,30,Product 30,21,389,164,Location 78
10/19/13,49,Dennis Sharp,41,Product 41,21,297,200,Location 41
11/03/13,49,Dennis Sharp,28,Product 28,21,260,167,Location 74
10/26/13,49,Dennis Sharp,3,Product 3,21,344,178,Location 25
01/04/13,49,Dennis Sharp,23,Product 23,21,234,136,Location 56
04/25/13,49,Dennis Sharp,35,Product 35,21,247,245,Location 37
11/07/13,49,Dennis Sharp,29,Product 29,21,245,220,Location 21
09/27/13,49,Dennis Sharp,13,Product 13,21,356,145,Location 63
07/23/13,49,Dennis Sharp,43,Product 43,21,198,185,Location 43
08/01/13,49,Dennis Sharp,28,Product 28,21,260,167,Location 1
02/26/13,49,Dennis Sharp,49,Product 49,21,179,172,Location 12
11/27/13,49,Dennis Sharp,42,Product 42,21,299,161,Location 49
07/09/13,49,Dennis Sharp,37,Product 37,21,293,258,Location 14
03/08/13,49,Dennis Sharp,21,Product 21,21,334,187,Location 12
09/25/13,49,Dennis Sharp,25,Product 25,21,201,191,Location 25
04/22/13,49,Dennis Sharp,34,Product 34,21,345,196,Location 84
07/24/13,49,Dennis Sharp,18,Product 18,21,309,265,Location 82
02/16/13,49,Dennis Sharp,35,Product 35,21,247,245,Location 69
02/11/13,49,Dennis Sharp,2,Product 2,17,306,256,Location 92
02/14/12,1,Paul Frisch,13,Product 13,18,356,145,Location 95
11/25/12,1,Paul Frisch,38,Product 38,18,295,290,Location 45
04/16/12,1,Paul Frisch,32,Product 32,18,283,232,Other
08/03/12,1,Paul Frisch,11,Product 11,18,326,173,Location 52
03/06/12,1,Paul Frisch,45,Product 45,18,276,107,Location 97
12/14/12,1,Paul Frisch,12,Product 12,18,256,149,Location 11
05/12/12,1,Paul Frisch,41,Product 41,18,297,200,Location 99
10/18/12,1,Paul Frisch,18,Product 18,18,309,265,Location 48
04/07/12,1,Paul Frisch,24,Product 24,18,278,163,Location 27
10/15/12,1,Paul Frisch,7,Product 7,18,328,219,Location 18
08/25/12,1,Paul Frisch,16,Product 16,18,274,204,Location 62
12/19/12,1,Paul Frisch,32,Product 32,18,283,232,Location 69
07/24/12,1,Paul Frisch,42,Product 42,18,299,161,Location 5
08/01/12,1,Paul Frisch,25,Product 25,18,201,191,Location 44
05/12/12,1,Paul Frisch,34,Product 34,18,345,196,Location 55
04/03/12,1,Paul Frisch,20,Product 20,18,279,79,Location 74
01/22/12,1,Paul Frisch,36,Product 36,10,313,189,Location 78
04/16/12,2,Katherine Piazza,1,Product 1,26,337,241,Location 17
08/27/12,2,Katherine Piazza,30,Product 30,26,389,164,Location 76
03/25/12,2,Katherine Piazza,24,Product 24,26,278,163,Location 5
02/18/12,2,Katherine Piazza,21,Product 21,26,334,187,Location 22
07/02/12,2,Katherine Piazza,35,Product 35,26,247,245,Location 16
10/07/12,2,Katherine Piazza,40,Product 40,26,270,235,Location 35
09/13/12,2,Katherine Piazza,3,Product 3,26,344,178,Location 72
03/11/12,2,Katherine Piazza,26,Product 26,26,418,251,Location 19
01/01/12,2,Katherine Piazza,15,Product 15,26,234,219,Location 37
12/25/12,2,Katherine Piazza,24,Product 24,26,278,163,Location 66
01/05/12,2,Katherine Piazza,34,Product 34,26,345,196,Location 21
08/12/12,2,Katherine Piazza,43,Product 43,26,198,185,Location 66
03/16/12,2,Katherine Piazza,22,Product 22,26,265,167,Location 61
01/05/12,2,Katherine Piazza,17,Product 17,26,274,265,Location 98
01/20/12,2,Katherine Piazza,10,Product 10,26,359,162,Location 51
04/16/12,2,Katherine Piazza,38,Product 38,26,295,290,Location 65
08/12/12,2,Katherine Piazza,38,Product 38,6,295,290,Location 80
09/14/12,3,Stephen Ervin,19,Product 19,6,329,160,Location 96
